0,15,15
0,0,15
0,0,15
0,0,15
0,-15,15
0,93,93
-46,31,0
140,125,-15
31,-31,-31
-62,15,31
15,15,0
15,15,15
15,0,15
0,-15,0
0,15,15
0,0,15
0,0,-31
0,0,-15
-31,-15,-31
-15,-15,-31
-31,-31,-31
-46,-15,-15
-125,31,-31
171,15,-93
-31,0,-31
-46,-46,-31
-31,31,0
-31,-15,-31
-31,-15,-31
-31,-15,-31
-31,0,-31
-31,15,-31
-46,-15,-31
15,15,0
15,0,0
0,-15,0
0,0,0
0,-15,-15
0,0,-15
0,0,-31
-15,15,-46
140,31,-125
-31,-46,-15
-31,-31,-15
31,62,31
15,-15,-15
15,0,-15
15,15,-15
15,15,-15
31,15,-31
31,-15,-31
-46,0,15
-31,-15,0
-31,-15,15
-31,-15,15
-31,-15,0
-15,-15,15
-31,-31,0
-62,0,15
15,15,-46
46,0,-15
-109,-15,0
-62,-31,0
-31,0,0
-15,0,0
-15,-15,0
0,-15,0
-15,0,-15
-31,-31,0
0,-15,0
0,0,15
-15,0,15
-31,0,15
-31,0,31
-15,0,15
-15,0,15
-15,-31,-31
-78,31,0
93,-15,-46
-62,0,31
-31,-15,15
-15,0,0
-15,0,0
-15,0,0
-15,0,0
0,0,0
-15,15,15
0,0,0
-15,0,0
-15,0,0
-15,0,0
-31,0,0
-15,15,0
