-15,15,0
0,0,0
-15,0,0
-15,0,15
0,0,0
0,0,0
0,0,-15
15,15,-31
0,15,-31
-171,140,78
31,15,-15
78,46,31
31,0,-46
15,-15,-31
31,15,-31
31,0,-31
31,0,-15
15,0,-31
-46,-15,-15
-31,-15,-15
-31,0,0
-46,-15,-15
-46,0,-15
-31,-15,-15
-46,0,-46
-31,15,-46
-31,31,-15
-156,15,-15
15,-62,-46
62,-31,-31
-46,0,0
-31,0,0
-31,0,-15
-31,0,0
-46,0,-15
-31,-15,-15
-46,-15,0
-31,-15,0
0,0,0
-15,15,15
-15,0,0
-15,0,0
-31,15,-15
-31,0,-62
-15,31,-46
-31,93,15
109,-62,-109
62,15,-15
31,-15,-31
15,0,-31
31,-15,-31
31,0,-31
15,0,-15
31,0,-15
31,0,-15
15,0,-15
-15,-46,-15
0,-15,-15
-15,-15,-15
-15,-15,-15
-15,-15,-15
-15,0,-15
-15,-15,-31
46,15,-109
-31,0,-31
-93,93,31
109,-31,15
78,-31,-31
46,-15,-15
31,0,-15
46,-31,-15
15,-15,-15
0,-31,-31
15,-31,-31
31,-31,-15
31,-15,-15
31,0,-15
-15,-31,-15
-15,0,0
-31,-15,-31
-15,0,-15
-15,0,-15
0,-15,-31
-15,-15,-31
-46,0,-78
140,-31,-78
-109,46,-31
-62,0,15
-15,-31,-46
15,0,-31
-15,-31,-31
0,-15,-15
0,-15,-31
-31,-15,-15
-15,-15,-31
-15,0,-15
-15,-15,-31
-15,0,-15
-15,-15,-31
-31,0,-15
-15,-15,-15
-15,-15,-31
-31,-15,-15
-31,-15,-15
-31,0,-31
-15,-15,-31
-31,-15,-31
-15,-31,-31
-15,0,-15
-31,-15,-15
